prefill_chunk,kv_prefill,n_decode,kv_decode,time_us
256,1024,16,4096,42.774
256,1024,16,16384,73.2697
256,1024,32,16,33.6643
256,1024,32,64,33.6533
256,1024,32,256,33.6857
256,1024,32,1024,38.6667
256,1024,32,4096,54.784
256,1024,32,16384,111.147
256,1024,64,16,32.6507
256,1024,64,64,32.8537
256,1024,64,256,35.445
256,1024,64,1024,44.5757
256,1024,64,4096,75.456
256,1024,64,16384,184.01
256,1024,128,16,35.9147
256,1024,128,64,35.6053
256,1024,128,256,40.49
256,1024,128,1024,57.8233
256,1024,128,4096,115.819
256,1024,128,16384,337.866
256,4096,0,0,61.2267
256,4096,1,16,68.0957
256,4096,1,64,68.246
256,4096,1,256,67.9677
256,4096,1,1024,68.0747
256,4096,1,4096,69.408
256,4096,1,16384,76.2237
256,4096,2,16,68.427
256,4096,2,64,68.565
256,4096,2,256,68.32
256,4096,2,1024,68.5657
256,4096,2,4096,69.909
256,4096,2,16384,78.9333
256,4096,4,16,68.939
256,4096,4,64,68.853
256,4096,4,256,68.4587
256,4096,4,1024,68.8747
256,4096,4,4096,71.1677
256,4096,4,16384,81.876
256,4096,8,16,69.9093
256,4096,8,64,70.0367
256,4096,8,256,69.909
256,4096,8,1024,71.253
256,4096,8,4096,75.541
256,4096,8,16384,91.6157
256,4096,16,16,69.1837
256,4096,16,64,69.1837
256,4096,16,256,68.9173
256,4096,16,1024,71.136
256,4096,16,4096,78.9233
256,4096,16,16384,108.299
256,4096,32,16,69.696
256,4096,32,64,69.6003
256,4096,32,256,69.5463
256,4096,32,1024,74.485
256,4096,32,4096,90.6343
256,4096,32,16384,147.285
256,4096,64,16,68.618
256,4096,64,64,69.109
256,4096,64,256,71.7113
